N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y,
06-2013-0532,6,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,335,,,,,,,2,2,HUTB-007302,6,2.159520848,41.39579487,
06-2013-0533,6,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,335,,,,,,,3,1,HUTB-007298,10,2.159520848,41.39579487,
02-2013-1628,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,28,,,,,,,2,1,HUTB-014306,10,2.173344465,41.38758317,
02-2013-1633,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,1,2,HUTB-007257,7,2.146855552,41.37772096,
02-2013-1634,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,6,1,HUTB-007355,8,2.151161481,41.3783702,
05-2013-0174,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,238,,,,,,,3,3,HUTB-005493,4,2.147624853,41.40395425,
01-2013-0208,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,BANYS NOUS,2,6,,,,,,,2,,HUTB-004008,12,2.174143337,41.38025958,
02-2013-1843,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,8,,,,,,,4,1,HUTB-009949,8,2.176460149,41.38995798,
10-2014-0306,10,SANT MARTI,68,el Poblenou,Carrer,RAMON TURRO,2,264,,,,,,,PR,1,HUTB-010347,5,2.205895316,41.40097575,
02-2013-0524,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,46,,,,,,,2,2,HUTB-005534,11,2.171827415,41.39175219,
03-2013-0212,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,PRINCEP JORDI,2,6,,,,,,,1,1,HUTB-005627,4,2.145475837,41.37405165,
