Column,host_id,host_name_x,num_host_listings,id,license,host_url,listing_url,host_about,host_name_y,latitude,longitude,minimum_nights,availability_365,last_review,neighbourhood,N_EXPEDIENT,CODI_DISTRICTE,neighbourhood_group,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
480,32037490.0,SweetInn,69,6.44551344989597e+17,HUTB-003176,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/644551344989597068,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.39739,2.1618,2.0,171.0,2022-11-15,Eixample,02-2012-1421,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,AT,,9.0,2.159977109,41.39483956
481,32037490.0,SweetInn,69,51572314.0,HUTB-007138,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/51572314,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.38129,2.1520799999999998,2.0,191.0,2022-11-16,Eixample,02-2013-1549,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,PR,2,8.0,2.151161481,41.378370200000006
482,32037490.0,SweetInn,69,8998165.0,HUTB-007112,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/8998165,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.39158,2.1897599999999997,2.0,161.0,2022-11-16,Sant Martí,10-2013-0573,10,SANT MARTI,67.0,la Vila Olímpica del Poblenou,Carrer,LLULL,2,16,,,,,,,1,5,4.0,2.188530797,41.38984992
483,32037490.0,SweetInn,69,32203753.0,HUTB-013145,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/32203753,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.37984,2.17846,2.0,156.0,2022-11-16,Ciutat Vella,01-2013-0634,1,CIUTAT VELLA,2.0,el Barri Gòtic,Carrer,SERRA,2,8,,,,,,,4,,7.0,2.177013178,41.37815307
484,32037490.0,SweetInn,69,32178388.0,HUTB-013143,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/32178388,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.379996999999996,2.1781,2.0,180.0,2022-11-18,Ciutat Vella,01-2013-0411,1,CIUTAT VELLA,2.0,el Barri Gòtic,Carrer,SERRA,2,8,,,,,,,2,,7.0,2.177013178,41.37815307
485,32037490.0,SweetInn,69,41699613.0,HUTB-001857,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/41699613,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.381029999999996,2.1592,2.0,133.0,2022-11-18,Eixample,02-2010-0714,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,SEPULVEDA,1,125,,,,,,,1,1,14.0,2.158261244,41.37913021
486,32037490.0,SweetInn,69,21130203.0,HUTB-004118,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/21130203,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.38112,2.1532,2.0,177.0,2022-11-19,Eixample,02-2012-0843,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,130,,,,,,,3,1,5.0,2.152221076,41.379277
487,32037490.0,SweetInn,69,41699275.0,HUTB-004822,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/41699275,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.40504,2.15576,2.0,175.0,2022-11-19,Gràcia,06-2012-0640,6,GRACIA,31.0,la Vila de Gràcia,Carrer,VERDI,2,68,,,,,,,1,,7.0,2.1545909180000002,41.40314716
488,32037490.0,SweetInn,69,42692716.0,HUTB-004823,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/42692716,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.40504,2.15576,2.0,139.0,2022-11-20,Gràcia,06-2012-0641,6,GRACIA,31.0,la Vila de Gràcia,Carrer,VERDI,2,68,,,,,,,BJ,,8.0,2.1545909180000002,41.40314716
489,32037490.0,SweetInn,69,6.446093190926819e+17,HUTB-007102,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/644609319092681892,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.397009999999995,2.15803,2.0,172.0,2022-11-20,Gràcia,06-2013-0474,6,GRACIA,31.0,la Vila de Gràcia,Passeig,GRACIA,2,126,,,,,,,2,,5.0,2.157261852,41.39600469
490,32037490.0,SweetInn,69,6.44618512610477e+17,HUTB-007100,https://www.airbnb.com/users/show/32037490,https://www.airbnb.com/rooms/644618512610477011,"Sweet Inn offers more than 500 stylish apartments for vacations and business trips in the most exciting cities. Our apartments are professionally designed for the ultimate comfort, with heavenly beds, the fluffiest towels, high-end toiletries, a Nespresso machine, fast WiFi and tons of other perks. A few more things you should know about Sweet Inn: we have a local team that will take the best care of you and share tips only a local would know. We also offer personalised services to make your stay unique: airport transfer, housekeeping, breakfast delivery, private chef, and more. When you stay in a Sweet Inn apartment, you enjoy the best of both worlds; the independence and local flavour of an apartment, with the comfort and high-end services of a hotel. For the smoothest experience possible, make sure to download our great App after booking.",SweetInn,41.39869,2.15961,2.0,179.0,2022-11-20,Gràcia,06-2013-0476,6,GRACIA,31.0,la Vila de Gràcia,Passeig,GRACIA,2,126,,,,,,,6,,5.0,2.157261852,41.39600469
